customer_id,month,policy_start,months_to_renewal,customer_age,vehicle_value,has_claimed,claim_processing_days,vehicle_changed,renewal_status,churn_next_month
8,1,6/8/2020,6,26,31556,0,,0,Pending,0
8,2,6/8/2020,5,26,31556,0,,0,Pending,0
8,3,6/8/2020,4,26,31556,0,,1,Pending,0
8,4,6/8/2020,3,26,31556,0,,0,Pending,0
8,5,6/8/2020,2,26,31556,1,52.74617712,0,Pending,0
8,6,6/8/2020,1,26,31556,0,,0,Renewed,1
9,1,5/26/2020,6,50,44754,1,16.44735123,0,Pending,0
9,2,5/26/2020,5,50,44754,1,18.31971619,0,Pending,0
9,3,5/26/2020,4,50,44754,0,,0,Pending,0
9,4,5/26/2020,3,50,44754,0,,1,Pending,0
9,5,5/26/2020,2,50,44754,0,,0,Pending,0
9,6,5/26/2020,1,50,44754,1,54.65034116,0,Not Renewed,1
10,1,5/31/2020,6,65,25151,1,82.11583106,0,Pending,0
10,2,5/31/2020,5,65,25151,0,,0,Pending,0
10,3,5/31/2020,4,65,25151,0,,0,Pending,0
10,4,5/31/2020,3,65,25151,1,33.49171248,0,Pending,0
10,5,5/31/2020,2,65,25151,1,24.53381618,0,Pending,0
10,6,5/31/2020,1,65,25151,0,,0,Renewed,0
11,1,6/24/2020,6,27,30880,0,,0,Pending,0
11,2,6/24/2020,5,27,30880,1,18.77743802,0,Pending,0
11,3,6/24/2020,4,27,30880,0,,0,Pending,0
11,4,6/24/2020,3,27,30880,0,,0,Pending,0
11,5,6/24/2020,2,27,30880,0,,0,Pending,0
11,6,6/24/2020,1,27,30880,0,,0,Renewed,0
12,1,2/15/2020,6,41,28589,0,,0,Pending,0
12,2,2/15/2020,5,41,28589,0,,1,Pending,0
12,3,2/15/2020,4,41,28589,1,67.62343778,0,Pending,0
12,4,2/15/2020,3,41,28589,0,,0,Pending,0
12,5,2/15/2020,2,41,28589,0,,0,Pending,0
12,6,2/15/2020,1,41,28589,0,,0,Renewed,0
13,1,12/7/2020,6,48,17455,0,,0,Pending,0
13,2,12/7/2020,5,48,17455,1,8.189215244,0,Pending,0
13,3,12/7/2020,4,48,17455,0,,0,Pending,0
13,4,12/7/2020,3,48,17455,0,,0,Pending,0
13,5,12/7/2020,2,48,17455,0,,0,Pending,0
13,6,12/7/2020,1,48,17455,0,,0,Renewed,1
14,1,5/22/2020,6,40,20893,0,,0,Pending,0
14,2,5/22/2020,5,40,20893,0,,0,Pending,0
14,3,5/22/2020,4,40,20893,0,,0,Pending,0
14,4,5/22/2020,3,40,20893,0,,0,Pending,0
14,5,5/22/2020,2,40,20893,1,16.08765482,0,Pending,0
14,6,5/22/2020,1,40,20893,0,,0,Renewed,0
15,1,2/16/2020,6,28,10876,0,,1,Pending,0
15,2,2/16/2020,5,28,10876,0,,0,Pending,0
15,3,2/16/2020,4,28,10876,0,,0,Pending,0
15,4,2/16/2020,3,28,10876,1,19.45647515,0,Pending,0
15,5,2/16/2020,2,28,10876,0,,0,Pending,0
15,6,2/16/2020,1,28,10876,0,,0,Not Renewed,1
16,1,2/17/2020,6,56,17805,0,,0,Pending,0
16,2,2/17/2020,5,56,17805,0,,0,Pending,0
16,3,2/17/2020,4,56,17805,0,,0,Pending,0
16,4,2/17/2020,3,56,17805,0,,0,Pending,0
16,5,2/17/2020,2,56,17805,0,,0,Pending,0
16,6,2/17/2020,1,56,17805,0,,1,Renewed,1
17,1,2/8/2020,6,50,45247,0,,0,Pending,0
17,2,2/8/2020,5,50,45247,0,,0,Pending,0
17,3,2/8/2020,4,50,45247,1,118.6473693,0,Pending,0
17,4,2/8/2020,3,50,45247,0,,0,Pending,0
17,5,2/8/2020,2,50,45247,1,129.9591944,0,Pending,0
17,6,2/8/2020,1,50,45247,0,,0,Renewed,0
18,1,6/27/2020,6,57,14000,0,,0,Pending,0
18,2,6/27/2020,5,57,14000,0,,0,Pending,0
18,3,6/27/2020,4,57,14000,0,,0,Pending,0
18,4,6/27/2020,3,57,14000,0,,0,Pending,0
18,5,6/27/2020,2,57,14000,0,,0,Pending,0
18,6,6/27/2020,1,57,14000,0,,0,Renewed,1
19,1,4/23/2020,6,31,13267,0,,1,Pending,0
19,2,4/23/2020,5,31,13267,1,78.47113276,0,Pending,0
19,3,4/23/2020,4,31,13267,1,82.50334233,0,Pending,0
19,4,4/23/2020,3,31,13267,0,,0,Pending,0
19,5,4/23/2020,2,31,13267,0,,1,Pending,0
19,6,4/23/2020,1,31,13267,1,40.48950492,0,Not Renewed,1
20,1,6/25/2020,6,49,10698,0,,1,Pending,0
20,2,6/25/2020,5,49,10698,1,33.65293678,0,Pending,0
20,3,6/25/2020,4,49,10698,0,,0,Pending,0
20,4,6/25/2020,3,49,10698,0,,0,Pending,0
20,5,6/25/2020,2,49,10698,0,,0,Pending,0
20,6,6/25/2020,1,49,10698,1,52.37900468,0,Not Renewed,0
21,1,6/11/2020,6,38,47497,0,,0,Pending,0
21,2,6/11/2020,5,38,47497,0,,0,Pending,0
21,3,6/11/2020,4,38,47497,0,,0,Pending,0
21,4,6/11/2020,3,38,47497,0,,0,Pending,0
21,5,6/11/2020,2,38,47497,1,40.90174288,0,Pending,0
21,6,6/11/2020,1,38,47497,0,,1,Renewed,0
22,1,5/11/2020,6,41,47080,0,,0,Pending,0
22,2,5/11/2020,5,41,47080,0,,0,Pending,0
22,3,5/11/2020,4,41,47080,0,,0,Pending,0
22,4,5/11/2020,3,41,47080,0,,0,Pending,0
22,5,5/11/2020,2,41,47080,0,,0,Pending,0
22,6,5/11/2020,1,41,47080,0,,0,Renewed,0
23,1,11/7/2020,6,52,10504,0,,0,Pending,0
23,2,11/7/2020,5,52,10504,1,10.18903848,0,Pending,0
23,3,11/7/2020,4,52,10504,1,47.62664667,0,Pending,0
23,4,11/7/2020,3,52,10504,0,,0,Pending,0
23,5,11/7/2020,2,52,10504,0,,0,Pending,0
23,6,11/7/2020,1,52,10504,0,,1,Not Renewed,1
24,1,1/12/2020,6,47,34504,0,,0,Pending,0
24,2,1/12/2020,5,47,34504,0,,0,Pending,0
24,3,1/12/2020,4,47,34504,0,,0,Pending,0
24,4,1/12/2020,3,47,34504,0,,0,Pending,0
24,5,1/12/2020,2,47,34504,0,,0,Pending,0
24,6,1/12/2020,1,47,34504,0,,0,Renewed,1
25,1,9/9/2020,6,37,44349,1,26.55289249,0,Pending,0
25,2,9/9/2020,5,37,44349,1,35.48807462,0,Pending,0
25,3,9/9/2020,4,37,44349,0,,0,Pending,0
25,4,9/9/2020,3,37,44349,0,,1,Pending,0
25,5,9/9/2020,2,37,44349,0,,0,Pending,0
25,6,9/9/2020,1,37,44349,0,,0,Renewed,1
26,1,11/6/2020,6,65,18702,1,73.51995708,0,Pending,0
26,2,11/6/2020,5,65,18702,0,,1,Pending,0
26,3,11/6/2020,4,65,18702,1,22.25579094,1,Pending,0
26,4,11/6/2020,3,65,18702,0,,0,Pending,0
26,5,11/6/2020,2,65,18702,0,,0,Pending,0
26,6,11/6/2020,1,65,18702,0,,0,Not Renewed,1
27,1,9/24/2020,6,27,38538,1,50.4916337,0,Pending,0
27,2,9/24/2020,5,27,38538,1,60.75688564,0,Pending,0
27,3,9/24/2020,4,27,38538,1,35.90501647,0,Pending,0
27,4,9/24/2020,3,27,38538,0,,0,Pending,0
27,5,9/24/2020,2,27,38538,1,37.76781929,0,Pending,0
27,6,9/24/2020,1,27,38538,1,33.10574133,0,Renewed,0
28,1,2/3/2020,6,41,29963,0,,0,Pending,0
28,2,2/3/2020,5,41,29963,0,,0,Pending,0
28,3,2/3/2020,4,41,29963,0,,0,Pending,0
28,4,2/3/2020,3,41,29963,0,,0,Pending,0
28,5,2/3/2020,2,41,29963,0,,0,Pending,0
28,6,2/3/2020,1,41,29963,0,,0,Renewed,0
29,1,3/1/2020,6,51,14188,0,,0,Pending,0
29,2,3/1/2020,5,51,14188,0,,0,Pending,0
29,3,3/1/2020,4,51,14188,0,,0,Pending,0
29,4,3/1/2020,3,51,14188,0,,0,Pending,0
29,5,3/1/2020,2,51,14188,0,,0,Pending,0
29,6,3/1/2020,1,51,14188,0,,0,Not Renewed,0
30,1,1/8/2020,6,41,39721,0,,0,Pending,0
30,2,1/8/2020,5,41,39721,0,,0,Pending,0
30,3,1/8/2020,4,41,39721,0,,0,Pending,0
30,4,1/8/2020,3,41,39721,0,,0,Pending,0
30,5,1/8/2020,2,41,39721,0,,0,Pending,0
30,6,1/8/2020,1,41,39721,0,,0,Renewed,0
31,1,1/15/2020,6,69,33333,0,,0,Pending,0
31,2,1/15/2020,5,69,33333,1,25.49281112,0,Pending,0
31,3,1/15/2020,4,69,33333,0,,0,Pending,0
31,4,1/15/2020,3,69,33333,0,,0,Pending,0
31,5,1/15/2020,2,69,33333,0,,0,Pending,0
31,6,1/15/2020,1,69,33333,0,,0,Renewed,0
32,1,4/10/2020,6,68,16738,0,,0,Pending,0
32,2,4/10/2020,5,68,16738,1,45.33948614,0,Pending,0
32,3,4/10/2020,4,68,16738,0,,0,Pending,0
32,4,4/10/2020,3,68,16738,0,,0,Pending,0
32,5,4/10/2020,2,68,16738,0,,0,Pending,0
32,6,4/10/2020,1,68,16738,0,,1,Renewed,0
33,1,1/6/2020,6,64,14324,1,70.98269924,0,Pending,0
33,2,1/6/2020,5,64,14324,0,,0,Pending,0
33,3,1/6/2020,4,64,14324,1,26.65974622,0,Pending,0
33,4,1/6/2020,3,64,14324,0,,0,Pending,0
33,5,1/6/2020,2,64,14324,0,,0,Pending,0
33,6,1/6/2020,1,64,14324,0,,0,Not Renewed,1
34,1,12/21/2020,6,61,11917,0,,0,Pending,0
34,2,12/21/2020,5,61,11917,0,,0,Pending,0
34,3,12/21/2020,4,61,11917,0,,0,Pending,0
34,4,12/21/2020,3,61,11917,0,,0,Pending,0
34,5,12/21/2020,2,61,11917,0,,0,Pending,0
34,6,12/21/2020,1,61,11917,0,,0,Renewed,0
35,1,10/31/2020,6,59,38253,0,,0,Pending,0
35,2,10/31/2020,5,59,38253,1,32.73417243,0,Pending,0
35,3,10/31/2020,4,59,38253,1,49.59190805,0,Pending,0
35,4,10/31/2020,3,59,38253,1,32.99691505,0,Pending,0
35,5,10/31/2020,2,59,38253,0,,0,Pending,0
35,6,10/31/2020,1,59,38253,0,,0,Not Renewed,1
36,1,5/4/2020,6,64,38173,0,,0,Pending,0
36,2,5/4/2020,5,64,38173,1,31.2982056,0,Pending,0
36,3,5/4/2020,4,64,38173,1,38.48803315,0,Pending,0
36,4,5/4/2020,3,64,38173,1,64.71143604,0,Pending,0
36,5,5/4/2020,2,64,38173,1,48.68028661,0,Pending,0
36,6,5/4/2020,1,64,38173,1,31.26670856,0,Not Renewed,1
37,1,8/15/2020,6,57,33710,0,,0,Pending,0
37,2,8/15/2020,5,57,33710,0,,0,Pending,0
37,3,8/15/2020,4,57,33710,1,42.90379226,0,Pending,0
37,4,8/15/2020,3,57,33710,0,,0,Pending,0
37,5,8/15/2020,2,57,33710,0,,0,Pending,0
37,6,8/15/2020,1,57,33710,1,45.53726164,0,Not Renewed,0
38,1,4/20/2020,6,64,27368,0,,0,Pending,0
38,2,4/20/2020,5,64,27368,0,,0,Pending,0
38,3,4/20/2020,4,64,27368,0,,0,Pending,0
38,4,4/20/2020,3,64,27368,0,,0,Pending,0
38,5,4/20/2020,2,64,27368,0,,0,Pending,0
38,6,4/20/2020,1,64,27368,0,,0,Not Renewed,0
39,1,12/11/2020,6,25,21053,0,,0,Pending,0
39,2,12/11/2020,5,25,21053,0,,0,Pending,0
39,3,12/11/2020,4,25,21053,0,,0,Pending,0
39,4,12/11/2020,3,25,21053,0,,0,Pending,0
39,5,12/11/2020,2,25,21053,1,53.00667435,0,Pending,0
39,6,12/11/2020,1,25,21053,0,,0,Renewed,0
40,1,12/9/2020,6,48,11990,0,,0,Pending,0
40,2,12/9/2020,5,48,11990,0,,0,Pending,0
40,3,12/9/2020,4,48,11990,1,31.89718131,0,Pending,0
40,4,12/9/2020,3,48,11990,1,47.29925295,0,Pending,0
40,5,12/9/2020,2,48,11990,0,,0,Pending,0
40,6,12/9/2020,1,48,11990,1,30.83547223,0,Not Renewed,1
41,1,1/18/2020,6,40,38071,0,,0,Pending,0
41,2,1/18/2020,5,40,38071,0,,0,Pending,0
41,3,1/18/2020,4,40,38071,1,30.396823,0,Pending,0
41,4,1/18/2020,3,40,38071,0,,0,Pending,0
41,5,1/18/2020,2,40,38071,0,,0,Pending,0
41,6,1/18/2020,1,40,38071,0,,0,Not Renewed,0
42,1,11/8/2020,6,31,25708,0,,0,Pending,0
42,2,11/8/2020,5,31,25708,0,,0,Pending,0
42,3,11/8/2020,4,31,25708,0,,0,Pending,0
42,4,11/8/2020,3,31,25708,0,,0,Pending,0
42,5,11/8/2020,2,31,25708,0,,0,Pending,0
42,6,11/8/2020,1,31,25708,1,33.96352016,0,Renewed,1
43,1,1/7/2020,6,55,10822,1,42.48112881,1,Pending,0
43,2,1/7/2020,5,55,10822,0,,0,Pending,0
43,3,1/7/2020,4,55,10822,1,67.99831815,0,Pending,0
43,4,1/7/2020,3,55,10822,0,,0,Pending,0
43,5,1/7/2020,2,55,10822,0,,0,Pending,0
43,6,1/7/2020,1,55,10822,0,,1,Renewed,0
44,1,7/20/2020,6,68,39975,0,,1,Pending,0
44,2,7/20/2020,5,68,39975,0,,0,Pending,0
44,3,7/20/2020,4,68,39975,0,,0,Pending,0
44,4,7/20/2020,3,68,39975,0,,0,Pending,0
44,5,7/20/2020,2,68,39975,0,,0,Pending,0
44,6,7/20/2020,1,68,39975,0,,0,Renewed,0
45,1,11/21/2020,6,58,18996,0,,0,Pending,0
45,2,11/21/2020,5,58,18996,1,11.46338842,0,Pending,0
45,3,11/21/2020,4,58,18996,0,,1,Pending,0
45,4,11/21/2020,3,58,18996,1,29.71084965,0,Pending,0
45,5,11/21/2020,2,58,18996,1,13.77592047,0,Pending,0
45,6,11/21/2020,1,58,18996,0,,0,Renewed,0
46,1,1/29/2020,6,60,31874,0,,0,Pending,0
46,2,1/29/2020,5,60,31874,0,,0,Pending,0
46,3,1/29/2020,4,60,31874,0,,0,Pending,0
46,4,1/29/2020,3,60,31874,1,6.6553809,0,Pending,0
46,5,1/29/2020,2,60,31874,0,,0,Pending,0
46,6,1/29/2020,1,60,31874,0,,0,Renewed,0
47,1,3/13/2020,6,58,42921,0,,0,Pending,0
47,2,3/13/2020,5,58,42921,0,,0,Pending,0
47,3,3/13/2020,4,58,42921,1,36.84915856,0,Pending,0
47,4,3/13/2020,3,58,42921,0,,0,Pending,0
47,5,3/13/2020,2,58,42921,0,,0,Pending,0
47,6,3/13/2020,1,58,42921,1,26.42628704,0,Renewed,0
48,1,3/21/2020,6,32,22254,0,,0,Pending,0
48,2,3/21/2020,5,32,22254,1,23.57396167,1,Pending,0
48,3,3/21/2020,4,32,22254,1,30.91719644,0,Pending,0
48,4,3/21/2020,3,32,22254,1,35.29914465,0,Pending,0
48,5,3/21/2020,2,32,22254,0,,0,Pending,0
48,6,3/21/2020,1,32,22254,1,80.02451725,0,Renewed,0
49,1,4/12/2020,6,63,29426,0,,0,Pending,0
49,2,4/12/2020,5,63,29426,0,,0,Pending,0
49,3,4/12/2020,4,63,29426,0,,0,Pending,0
49,4,4/12/2020,3,63,29426,0,,0,Pending,0
49,5,4/12/2020,2,63,29426,0,,0,Pending,0
49,6,4/12/2020,1,63,29426,0,,0,Not Renewed,1
50,1,6/18/2020,6,26,18502,1,18.18891876,1,Pending,0
50,2,6/18/2020,5,26,18502,0,,0,Pending,0
50,3,6/18/2020,4,26,18502,0,,0,Pending,0
50,4,6/18/2020,3,26,18502,0,,0,Pending,0
50,5,6/18/2020,2,26,18502,0,,0,Pending,0
50,6,6/18/2020,1,26,18502,0,,0,Renewed,0
51,1,1/3/2020,6,25,42733,0,,0,Pending,0
51,2,1/3/2020,5,25,42733,1,3.791828613,0,Pending,0
51,3,1/3/2020,4,25,42733,0,,0,Pending,0
51,4,1/3/2020,3,25,42733,0,,0,Pending,0
51,5,1/3/2020,2,25,42733,1,26.07128842,0,Pending,0
51,6,1/3/2020,1,25,42733,0,,1,Not Renewed,1
52,1,7/17/2020,6,37,24561,0,,0,Pending,0
52,2,7/17/2020,5,37,24561,0,,0,Pending,0
52,3,7/17/2020,4,37,24561,0,,0,Pending,0
52,4,7/17/2020,3,37,24561,0,,0,Pending,0
52,5,7/17/2020,2,37,24561,0,,1,Pending,0
52,6,7/17/2020,1,37,24561,1,74.04807417,1,Renewed,1
53,1,8/3/2020,6,42,36685,0,,0,Pending,0
53,2,8/3/2020,5,42,36685,0,,0,Pending,0
53,3,8/3/2020,4,42,36685,1,28.85596107,0,Pending,0
53,4,8/3/2020,3,42,36685,0,,0,Pending,0
53,5,8/3/2020,2,42,36685,0,,0,Pending,0
53,6,8/3/2020,1,42,36685,0,,0,Not Renewed,0
54,1,2/7/2020,6,58,35559,0,,0,Pending,0
54,2,2/7/2020,5,58,35559,0,,0,Pending,0
54,3,2/7/2020,4,58,35559,0,,0,Pending,0
54,4,2/7/2020,3,58,35559,0,,0,Pending,0
54,5,2/7/2020,2,58,35559,0,,0,Pending,0
54,6,2/7/2020,1,58,35559,0,,0,Renewed,1
55,1,12/1/2020,6,30,30695,0,,0,Pending,0
55,2,12/1/2020,5,30,30695,1,28.26390945,0,Pending,0
55,3,12/1/2020,4,30,30695,0,,0,Pending,0
55,4,12/1/2020,3,30,30695,0,,0,Pending,0
55,5,12/1/2020,2,30,30695,1,19.78039174,0,Pending,0
55,6,12/1/2020,1,30,30695,0,,0,Not Renewed,1
56,1,8/11/2020,6,60,36588,0,,0,Pending,0
56,2,8/11/2020,5,60,36588,0,,0,Pending,0
56,3,8/11/2020,4,60,36588,1,19.54291951,0,Pending,0
56,4,8/11/2020,3,60,36588,0,,0,Pending,0
56,5,8/11/2020,2,60,36588,1,25.3032643,0,Pending,0
56,6,8/11/2020,1,60,36588,0,,0,Not Renewed,1
57,1,7/11/2020,6,36,18073,0,,0,Pending,0
57,2,7/11/2020,5,36,18073,1,36.10441241,0,Pending,0
57,3,7/11/2020,4,36,18073,0,,0,Pending,0
57,4,7/11/2020,3,36,18073,0,,0,Pending,0
57,5,7/11/2020,2,36,18073,0,,0,Pending,0
57,6,7/11/2020,1,36,18073,0,,0,Renewed,0
58,1,2/8/2020,6,28,24288,0,,0,Pending,0
58,2,2/8/2020,5,28,24288,0,,0,Pending,0
58,3,2/8/2020,4,28,24288,1,46.26224711,0,Pending,0
58,4,2/8/2020,3,28,24288,1,68.59514547,0,Pending,0
58,5,2/8/2020,2,28,24288,0,,0,Pending,0
58,6,2/8/2020,1,28,24288,1,69.69969662,0,Not Renewed,1
59,1,5/24/2020,6,51,44375,0,,0,Pending,0
59,2,5/24/2020,5,51,44375,0,,0,Pending,0
59,3,5/24/2020,4,51,44375,0,,0,Pending,0
59,4,5/24/2020,3,51,44375,0,,0,Pending,0
59,5,5/24/2020,2,51,44375,1,30.31104153,0,Pending,0
59,6,5/24/2020,1,51,44375,0,,0,Renewed,0
60,1,3/4/2020,6,26,26967,0,,0,Pending,0
60,2,3/4/2020,5,26,26967,0,,0,Pending,0
60,3,3/4/2020,4,26,26967,0,,0,Pending,0
60,4,3/4/2020,3,26,26967,0,,0,Pending,0
60,5,3/4/2020,2,26,26967,1,59.77381283,0,Pending,0
60,6,3/4/2020,1,26,26967,0,,1,Renewed,0
61,1,7/20/2020,6,46,40811,0,,0,Pending,0
61,2,7/20/2020,5,46,40811,0,,0,Pending,0
61,3,7/20/2020,4,46,40811,1,16.93441194,0,Pending,0
61,4,7/20/2020,3,46,40811,1,24.66557418,0,Pending,0
61,5,7/20/2020,2,46,40811,1,21.04940814,0,Pending,0
61,6,7/20/2020,1,46,40811,1,30.26273619,0,Renewed,1
62,1,12/13/2020,6,36,46679,1,24.65041717,0,Pending,0
62,2,12/13/2020,5,36,46679,0,,0,Pending,0
62,3,12/13/2020,4,36,46679,0,,0,Pending,0
62,4,12/13/2020,3,36,46679,0,,0,Pending,0
62,5,12/13/2020,2,36,46679,0,,0,Pending,0
62,6,12/13/2020,1,36,46679,0,,0,Renewed,1
63,1,4/28/2020,6,60,14780,0,,0,Pending,0
63,2,4/28/2020,5,60,14780,0,,0,Pending,0
63,3,4/28/2020,4,60,14780,0,,0,Pending,0
63,4,4/28/2020,3,60,14780,0,,0,Pending,0
63,5,4/28/2020,2,60,14780,0,,0,Pending,0
63,6,4/28/2020,1,60,14780,0,,0,Renewed,0
64,1,1/4/2020,6,48,18595,0,,0,Pending,0
64,2,1/4/2020,5,48,18595,0,,0,Pending,0
64,3,1/4/2020,4,48,18595,0,,0,Pending,0
64,4,1/4/2020,3,48,18595,0,,0,Pending,0
64,5,1/4/2020,2,48,18595,0,,0,Pending,0
64,6,1/4/2020,1,48,18595,0,,0,Not Renewed,1
65,1,8/12/2020,6,36,43297,1,25.58820365,0,Pending,0
65,2,8/12/2020,5,36,43297,1,28.8884847,0,Pending,0
65,3,8/12/2020,4,36,43297,1,34.87990015,0,Pending,0
65,4,8/12/2020,3,36,43297,0,,0,Pending,0
65,5,8/12/2020,2,36,43297,0,,0,Pending,0
65,6,8/12/2020,1,36,43297,1,22.54284768,0,Renewed,0
66,1,3/20/2020,6,55,43397,0,,0,Pending,0
66,2,3/20/2020,5,55,43397,1,39.85288893,0,Pending,0
66,3,3/20/2020,4,55,43397,0,,0,Pending,0
66,4,3/20/2020,3,55,43397,0,,0,Pending,0
66,5,3/20/2020,2,55,43397,0,,0,Pending,0
66,6,3/20/2020,1,55,43397,1,70.64072463,0,Not Renewed,1
67,1,5/9/2020,6,44,30337,0,,0,Pending,0
67,2,5/9/2020,5,44,30337,0,,0,Pending,0
67,3,5/9/2020,4,44,30337,0,,0,Pending,0
67,4,5/9/2020,3,44,30337,0,,0,Pending,0
67,5,5/9/2020,2,44,30337,0,,0,Pending,0
67,6,5/9/2020,1,44,30337,0,,0,Renewed,0
68,1,6/26/2020,6,63,16638,0,,0,Pending,0
68,2,6/26/2020,5,63,16638,0,,0,Pending,0
68,3,6/26/2020,4,63,16638,0,,1,Pending,0
68,4,6/26/2020,3,63,16638,0,,0,Pending,0
68,5,6/26/2020,2,63,16638,0,,0,Pending,0
68,6,6/26/2020,1,63,16638,0,,0,Not Renewed,1
69,1,4/23/2020,6,25,48006,1,42.35805331,0,Pending,0
69,2,4/23/2020,5,25,48006,1,88.4821339,0,Pending,0
69,3,4/23/2020,4,25,48006,0,,0,Pending,0
69,4,4/23/2020,3,25,48006,0,,0,Pending,0
69,5,4/23/2020,2,25,48006,0,,0,Pending,0
69,6,4/23/2020,1,25,48006,1,81.32725308,0,Renewed,1
70,1,4/11/2020,6,35,35923,1,43.06597918,0,Pending,0
70,2,4/11/2020,5,35,35923,0,,0,Pending,0
70,3,4/11/2020,4,35,35923,0,,0,Pending,0
70,4,4/11/2020,3,35,35923,0,,0,Pending,0
70,5,4/11/2020,2,35,35923,0,,0,Pending,0
70,6,4/11/2020,1,35,35923,0,,0,Renewed,1
71,1,9/23/2020,6,59,32443,0,,0,Pending,0
71,2,9/23/2020,5,59,32443,0,,0,Pending,0
71,3,9/23/2020,4,59,32443,0,,0,Pending,0
71,4,9/23/2020,3,59,32443,0,,0,Pending,0
71,5,9/23/2020,2,59,32443,0,,0,Pending,0
71,6,9/23/2020,1,59,32443,0,,0,Renewed,0
72,1,12/29/2020,6,30,26173,1,38.89281384,0,Pending,0
72,2,12/29/2020,5,30,26173,1,36.50412801,0,Pending,0
72,3,12/29/2020,4,30,26173,0,,0,Pending,0
72,4,12/29/2020,3,30,26173,0,,0,Pending,0
72,5,12/29/2020,2,30,26173,0,,0,Pending,0
72,6,12/29/2020,1,30,26173,1,61.8304224,0,Renewed,1
73,1,9/19/2020,6,49,30829,0,,0,Pending,0
73,2,9/19/2020,5,49,30829,0,,0,Pending,0
73,3,9/19/2020,4,49,30829,0,,0,Pending,0
73,4,9/19/2020,3,49,30829,0,,1,Pending,0
73,5,9/19/2020,2,49,30829,0,,0,Pending,0
73,6,9/19/2020,1,49,30829,0,,0,Renewed,0
74,1,8/1/2020,6,46,33669,0,,0,Pending,0
74,2,8/1/2020,5,46,33669,0,,0,Pending,0
74,3,8/1/2020,4,46,33669,0,,0,Pending,0
74,4,8/1/2020,3,46,33669,0,,0,Pending,0
74,5,8/1/2020,2,46,33669,0,,0,Pending,0
74,6,8/1/2020,1,46,33669,0,,0,Renewed,1
75,1,4/17/2020,6,29,36160,1,35.3430538,0,Pending,0
75,2,4/17/2020,5,29,36160,0,,0,Pending,0
75,3,4/17/2020,4,29,36160,0,,0,Pending,0
75,4,4/17/2020,3,29,36160,1,37.33711442,0,Pending,0
75,5,4/17/2020,2,29,36160,0,,0,Pending,0
75,6,4/17/2020,1,29,36160,1,46.8570509,0,Renewed,1
76,1,3/13/2020,6,64,17843,0,,0,Pending,0
76,2,3/13/2020,5,64,17843,0,,0,Pending,0
76,3,3/13/2020,4,64,17843,0,,0,Pending,0
76,4,3/13/2020,3,64,17843,1,24.81383107,0,Pending,0
